Customer_ID,Customer_Name,Age_Group,Gender,City,Join_Date,Loyalty_Status,Acquisition_Channel
CUST-15159,Arjun Oak,46-60,Female,Lucknow,2023-06-30,Platinum,Google Ads
CUST-15160,Ekta Chatterjee,26-35,Male,Kolkata,2022-02-09,Bronze,Organic
CUST-15161,Amara Ram,46-60,Male,Lucknow,2023-03-31,Bronze,Instagram Ads
CUST-15162,Falan Chawla,26-35,Male,Mumbai,2025-03-11,Bronze,Marketplace
CUST-15163,Isaiah Upadhyay,18-25,Female,Mumbai,2025-04-25,Silver,Referral
CUST-15164,Hritik Saran,26-35,Female,Ahmedabad,2021-03-28,Gold,Google Ads
CUST-15165,Wridesh Kota,26-35,Female,Bengaluru,2021-03-26,Bronze,Instagram Ads
CUST-15166,Amrita Divan,26-35,Female,Bengaluru,2025-11-27,Gold,Organic
CUST-15167,Advik Reddy,26-35,Female,Guwahati,2025-09-01,Bronze,Organic
CUST-15168,Indrajit Dora,26-35,Male,Indore,2022-02-02,Silver,Marketplace
CUST-15169,Mahika Sehgal,26-35,Female,Jaipur,2021-02-17,Bronze,Organic
CUST-15170,Ronith Khanna,36-45,Male,Delhi,2021-12-25,Bronze,Referral
CUST-15171,Mason Mukherjee,36-45,Male,Jaipur,2021-12-14,Silver,Referral
CUST-15172,Teerth Kurian,46-60,Male,Hyderabad,2021-11-06,Gold,Google Ads
CUST-15173,Abha Dhawan,,Female,Jaipur,2025-12-26,Gold,Instagram Ads
CUST-15174,Gauri Kota,36-45,Female,Chandigarh,2023-06-10,Bronze,Google Ads
CUST-15175,Gavin Chanda,26-35,Female,Chandigarh,2025-10-17,Bronze,Organic
CUST-15176,Urmi Kapoor,26-35,Male,Guwahati,2025-04-24,Bronze,Organic
CUST-15177,Gaurangi Chhabra,26-35,Male,Delhi,2022-01-16,Bronze,Google Ads
CUST-15178,Watika Chand,26-35,Male,Guwahati,2024-06-30,Silver,Organic
CUST-15179,Jasmit Agate,46-60,Female,Chennai,2024-06-26,Gold,Marketplace
CUST-15180,Samaksh Seshadri,26-35,Female,Delhi,2024-03-11,Bronze,Marketplace
CUST-15181,Chaitanya Pandit,26-35,Female,Chandigarh,2024-03-13,Silver,Instagram Ads
CUST-15182,Bachittar Choudhury,26-35,Male,Hyderabad,2025-08-15,Bronze,Marketplace
CUST-15183,Januja Seshadri,26-35,Female,Chennai,2022-02-05,Bronze,Organic
CUST-15184,Saksham Dalal,18-25,Female,Mumbai,2022-02-07,Bronze,Instagram Ads
CUST-15185,Michael Toor,26-35,Male,Kolkata,2025-03-06,Silver,Marketplace
CUST-15186,Sanya Lata,36-45,Female,Pune,2024-01-10,Platinum,Organic
CUST-15187,Yashawini D’Alia,26-35,Male,Pune,2022-12-31,Gold,Google Ads
CUST-15188,Harshil Garde,18-25,Male,Jaipur,2024-07-31,Gold,Marketplace
CUST-15189,Hamsini Sur,18-25,Female,Kolkata,2024-03-06,Silver,
CUST-15190,Aditya Pal,18-25,Male,Jaipur,2024-11-08,Silver,Referral
CUST-15191,Balvan Lal,60+,Female,Delhi,2023-02-15,Bronze,Referral
CUST-15192,Vasudha Bedi,36-45,Male,Guwahati,2023-11-21,Bronze,Marketplace
CUST-15193,Madhavi Handa,46-60,Female,Bengaluru,2025-06-08,Silver,Referral
CUST-15194,Damini Kadakia,26-35,Male,Mumbai,2021-11-11,Bronze,Organic
CUST-15195,Alka Bala,36-45,Male,Hyderabad,2023-07-25,Bronze,Organic
CUST-15196,Gaurang Ganguly,26-35,Male,Kolkata,2021-08-29,Silver,Organic
CUST-15197,Ekiya Deshmukh,18-25,Female,Mumbai,2025-12-05,Silver,Instagram Ads
CUST-15198,Arya Padmanabhan,26-35,Female,Kolkata,2025-02-26,Silver,Organic
CUST-15199,Zilmil Sidhu,18-25,Female,Bhopal,2022-10-14,Bronze,Google Ads
CUST-15200,Samarth Karan,46-60,Male,Delhi,2021-11-15,Bronze,Instagram Ads
CUST-15201,Siddharth Sinha,26-35,Male,Jaipur,2024-06-07,Bronze,Organic
CUST-15202,Yadavi Uppal,18-25,Female,Chennai,2025-10-09,Bronze,Instagram Ads
CUST-15203,Raagini Iyer,18-25,Male,Jaipur,2024-10-18,Bronze,Organic
CUST-15204,Rayaan Balasubramanian,26-35,Female,Kolkata,2024-12-10,Bronze,Instagram Ads
CUST-15205,Tamanna Sangha,18-25,Female,Delhi,2024-04-02,Bronze,Google Ads
CUST-15206,Hemang Panchal,36-45,Female,Guwahati,2024-08-18,Bronze,Referral
CUST-15207,Advay Bajwa,26-35,Male,Bengaluru,2025-07-01,Bronze,Instagram Ads
CUST-15208,Hardik Varma,18-25,Other,Chennai,2025-02-04,Bronze,Marketplace
CUST-15209,Upasna Sarma,18-25,Female,Chennai,2021-11-28,Gold,Marketplace
CUST-15210,Gopal Krish,26-35,Male,Hyderabad,2023-10-25,Bronze,Instagram Ads
CUST-15211,Devansh Bhatt,18-25,Female,Mumbai,2022-12-18,Silver,Marketplace
CUST-15212,Janani Dyal,36-45,Male,Jaipur,2022-10-01,Bronze,Instagram Ads
CUST-15213,Ekta Shetty,26-35,Male,Delhi,2023-09-19,Bronze,Instagram Ads
CUST-15214,Hardik Parekh,26-35,Female,Jaipur,2024-09-20,Bronze,Referral
CUST-15215,Lipika Chawla,26-35,Male,Chennai,2024-08-19,Bronze,Instagram Ads
CUST-15216,Anmol Tailor,46-60,Female,Chennai,2021-08-07,Bronze,Marketplace
CUST-15217,Tejas Viswanathan,26-35,Male,Mumbai,2025-10-07,Bronze,Instagram Ads
CUST-15218,Neha Vasa,26-35,Male,Delhi,2022-05-24,Bronze,Instagram Ads
CUST-15219,Laban Madan,46-60,Male,Ahmedabad,2025-02-22,Silver,Referral
CUST-15220,Jalsa Dani,18-25,Male,Patna,2024-06-29,Bronze,Referral
CUST-15221,Baljiwan Puri,46-60,Female,Chandigarh,2023-06-13,Bronze,Organic
CUST-15222,Panini Sharma,46-60,Female,Bengaluru,2023-02-18,Silver,Referral
CUST-15223,Kamya Khurana,26-35,Female,Delhi,2021-08-06,Gold,Google Ads
CUST-15224,Udarsh Srivastava,36-45,Female,Ahmedabad,2021-10-22,Bronze,Instagram Ads
CUST-15225,Bhavna Ramesh,18-25,Male,Kolkata,2024-03-13,Bronze,Organic
CUST-15226,Ridhi Halder,36-45,Male,Mumbai,2023-04-13,Bronze,Google Ads
CUST-15227,Pahal Pandya,46-60,Female,Hyderabad,2025-12-03,Bronze,Organic
CUST-15228,Ucchal Dhar,60+,Female,Mumbai,2025-06-10,Silver,Marketplace
CUST-15229,Yamini Bhandari,26-35,Male,Hyderabad,2024-08-18,Bronze,Instagram Ads
CUST-15230,Radha Chandra,26-35,Male,Delhi,2022-09-12,Gold,Organic
CUST-15231,Charvi Karpe,26-35,Female,Bengaluru,2022-07-30,Bronze,Instagram Ads
CUST-15232,Rajata Bala,36-45,Male,Mumbai,2021-05-19,Silver,Referral
CUST-15233,Wridesh Palan,26-35,Male,Delhi,2022-06-18,Bronze,Referral
CUST-15234,Advika Om,26-35,Female,Bengaluru,2021-04-17,Bronze,Google Ads
CUST-15235,Yochana Sathe,26-35,Male,Guwahati,2023-12-14,Bronze,Google Ads
CUST-15236,Max Sheth,36-45,Male,Delhi,2023-11-27,Silver,Google Ads
CUST-15237,Tanveer Chand,36-45,Male,Indore,2023-11-24,Silver,Instagram Ads
CUST-15238,Avni Madan,26-35,Male,Hyderabad,2022-07-22,Gold,Organic
CUST-15239,Riya Talwar,26-35,Female,Ahmedabad,2025-05-24,Bronze,Referral
CUST-15240,Ishaan Garde,26-35,Female,Mumbai,2021-02-10,Bronze,Google Ads
CUST-15241,Gunbir Chand,18-25,Male,Delhi,2024-07-31,Bronze,Instagram Ads
CUST-15242,Mason Vyas,18-25,Male,Hyderabad,2024-07-07,Bronze,Organic
CUST-15243,Dominic Raval,36-45,Male,Hyderabad,2023-04-07,Bronze,Marketplace
CUST-15244,Bhavani Kibe,26-35,Male,Delhi,2021-02-18,Silver,Organic
CUST-15245,Ronith Chokshi,46-60,Male,Hyderabad,2021-11-17,Bronze,Google Ads
CUST-15246,Vedhika Boase,26-35,Male,Mumbai,2022-04-20,Bronze,Google Ads
CUST-15247,Waida Puri,18-25,Male,Delhi,2025-09-16,Silver,Google Ads
CUST-15248,Anita Vora,18-25,Female,Bengaluru,2023-03-07,Bronze,Marketplace
CUST-15249,Alka Kashyap,46-60,Female,Guwahati,2022-03-22,Bronze,Google Ads
CUST-15250,Unni Swaminathan,36-45,Female,Mumbai,2021-03-09,Silver,Organic
CUST-15251,Balhaar Mistry,18-25,Female,Mumbai,2021-07-17,Bronze,Marketplace
CUST-15252,Gavin Balasubramanian,18-25,Male,Hyderabad,2024-03-26,Silver,Instagram Ads
CUST-15253,Bakhshi Bali,46-60,Female,Delhi,2022-01-03,Bronze,Marketplace
CUST-15254,Arunima Sawhney,36-45,Male,Delhi,2021-10-21,Bronze,Instagram Ads
CUST-15255,Maanav Khosla,26-35,Female,Chennai,2022-08-24,Bronze,Google Ads
CUST-15256,Manbir Gupta,26-35,Female,Hyderabad,2023-12-22,Silver,Organic
CUST-15257,Pratyush Dhaliwal,18-25,Male,Lucknow,2022-12-18,Gold,Instagram Ads
CUST-15258,Isaiah Sabharwal,26-35,Female,Delhi,2023-10-09,Bronze,Google Ads
CUST-15259,Harini Jain,26-35,Male,Kolkata,2024-10-27,Bronze,Google Ads
CUST-15260,Gaurika Balasubramanian,18-25,Female,Bengaluru,2025-01-22,Bronze,Instagram Ads
CUST-15261,Ikbal Bajaj,26-35,Female,Hyderabad,2021-09-05,Silver,Instagram Ads
CUST-15262,Oviya Dhar,36-45,Female,Jaipur,2023-02-18,Bronze,Referral
CUST-15263,Libni Bhatnagar,36-45,Female,Hyderabad,2024-04-17,Bronze,Google Ads
CUST-15264,Vanya Dar,46-60,Male,Hyderabad,2025-12-05,Silver,Referral
CUST-15265,Gayathri Balasubramanian,36-45,Male,Jaipur,2025-03-23,Bronze,Instagram Ads
CUST-15266,Manthan Khurana,36-45,Male,Guwahati,2023-01-02,Bronze,Marketplace
CUST-15267,Yamini Naidu,26-35,Male,Bhopal,2024-10-10,Bronze,Marketplace
CUST-15268,Amaira Barman,26-35,Male,Mumbai,2021-12-17,Bronze,Referral
CUST-15269,Jhalak Raval,26-35,Female,Mumbai,2025-10-03,Silver,Instagram Ads
CUST-15270,Zashil Pradhan,26-35,Male,Delhi,2023-03-11,Gold,Marketplace
CUST-15271,Chaman Parekh,36-45,Female,Delhi,2025-08-03,Gold,Organic
CUST-15272,Kai Edwin,26-35,Female,Hyderabad,2021-04-08,Bronze,Organic
CUST-15273,Amol Guha,18-25,Female,Hyderabad,2024-03-26,Bronze,Organic
CUST-15274,Tara Khatri,26-35,Female,Bengaluru,2023-05-05,Bronze,Referral
CUST-15275,Tara Panchal,26-35,Male,Kolkata,2024-09-11,Silver,Organic
CUST-15276,Manthan Shanker,26-35,Male,Chennai,2022-06-27,Bronze,Organic
CUST-15277,Vrishti Basu,36-45,Female,Bengaluru,2024-07-16,Silver,Referral
CUST-15278,Kai Hegde,26-35,Female,Pune,2023-05-04,Bronze,Referral
CUST-15279,Vanya Raju,26-35,Male,Jaipur,2022-03-15,Silver,Marketplace
CUST-15280,Fariq Doctor,46-60,Male,Delhi,2024-06-06,Platinum,Organic
CUST-15281,Kritika Pathak,36-45,Male,Bhopal,2021-03-05,Silver,Organic
CUST-15282,Om Kohli,18-25,Male,Mumbai,2022-07-05,Bronze,Instagram Ads
CUST-15283,Dominic Agarwal,36-45,Male,Hyderabad,2024-11-13,Bronze,Organic
CUST-15284,Vedhika Loke,18-25,Male,Indore,2021-04-13,Bronze,Instagram Ads
CUST-15285,Advika Manne,46-60,Female,Delhi,2021-07-17,Gold,Google Ads
CUST-15286,Kamya Hans,36-45,Male,Ahmedabad,2025-05-07,Bronze,Google Ads
CUST-15287,Hemang Comar,26-35,Female,Lucknow,2025-02-15,Bronze,Organic
CUST-15288,Udyati Varkey,26-35,Male,Delhi,2021-05-15,Bronze,Marketplace
CUST-15289,Darika Ranganathan,18-25,Male,Bhopal,2021-09-01,Bronze,Organic
CUST-15290,Charles Nair,46-60,Female,Hyderabad,2023-06-06,Silver,Marketplace
CUST-15291,Anirudh Deep,36-45,Female,Guwahati,2023-05-12,Bronze,Organic
CUST-15292,Kavya Koshy,26-35,Female,Bhopal,2023-04-25,Silver,Marketplace
CUST-15293,Vedika Karnik,26-35,Other,Mumbai,2025-06-24,Silver,Referral
CUST-15294,Meghana Nagi,18-25,Male,Hyderabad,2021-11-14,Gold,Google Ads
CUST-15295,Tanay Pau,18-25,Male,Hyderabad,2022-07-14,Silver,Organic
CUST-15296,Ishita Brar,18-25,Female,Ahmedabad,2025-09-20,Gold,Organic
CUST-15297,Xalak Khare,36-45,Female,Jaipur,2022-02-22,Gold,Google Ads
CUST-15298,Charvi Sengupta,46-60,Female,Delhi,2023-11-03,Silver,Google Ads
CUST-15299,Chandani Nadkarni,26-35,Female,Mumbai,2022-10-13,Bronze,Marketplace
CUST-15300,Maanav Bala,60+,Male,Ahmedabad,2024-10-11,Bronze,Instagram Ads
CUST-15301,Lakshit Ramaswamy,46-60,Male,Bengaluru,2021-06-24,Bronze,Google Ads
CUST-15302,Arya Raju,46-60,Female,Delhi,2022-09-12,Gold,Instagram Ads
CUST-15303,Daksh Chand,36-45,Male,Chandigarh,2024-03-12,Bronze,Referral
CUST-15304,Eta Sahota,26-35,Male,Bengaluru,2022-12-11,Gold,Marketplace
CUST-15305,Champak Ranganathan,60+,Female,Patna,2021-06-24,Silver,Referral
CUST-15306,Chanchal Viswanathan,18-25,Female,Chennai,2022-11-25,Bronze,Organic
CUST-15307,Aarush Ramanathan,36-45,Male,Hyderabad,2021-06-17,Silver,Organic
CUST-15308,Sathvik Malhotra,26-35,Female,Bengaluru,2024-11-22,Bronze,Organic
CUST-15309,Joshua Chandra,26-35,Male,Pune,2023-02-07,Silver,Marketplace
CUST-15310,Finn Acharya,26-35,Female,Hyderabad,2024-11-08,Bronze,Instagram Ads
CUST-15311,Rishi Deol,26-35,Male,Chennai,2023-05-31,Bronze,Instagram Ads
CUST-15312,Adya Gade,36-45,Female,Chandigarh,2023-07-16,Silver,Marketplace
CUST-15313,Hritik Brahmbhatt,26-35,Male,Ahmedabad,2024-05-29,Gold,Marketplace
CUST-15314,Logan Dalal,26-35,Male,Lucknow,2025-09-13,Silver,Google Ads
CUST-15315,Indira Karan,36-45,Female,Pune,2023-08-13,Bronze,Referral
CUST-15316,Frederick Bora,26-35,Female,Bengaluru,2022-06-13,Bronze,Google Ads
CUST-15317,Lopa Dewan,26-35,Male,Chennai,2022-11-08,Silver,Google Ads
CUST-15318,Kalpit Sur,18-25,Male,Delhi,2023-09-23,Silver,Marketplace
CUST-15319,David Kannan,26-35,Female,Delhi,2021-08-10,Silver,Referral
CUST-15320,Krisha Dash,26-35,Female,Hyderabad,2024-03-24,Bronze,Organic
CUST-15321,Aarna Bora,26-35,Female,Guwahati,2023-10-27,Bronze,Google Ads
CUST-15322,Arjun Bhandari,26-35,Female,Chandigarh,2025-04-01,Platinum,Google Ads
CUST-15323,Bahadurjit Sandal,36-45,Male,Bhopal,2023-10-27,Silver,Referral
CUST-15324,Veer Mukhopadhyay,36-45,Male,Hyderabad,2021-11-05,Silver,Referral
CUST-15325,Vinaya Bhagat,26-35,Female,Mumbai,2022-03-26,Silver,Google Ads
CUST-15326,Qarin Ahluwalia,46-60,Male,Delhi,2025-11-26,Bronze,Marketplace
CUST-15327,Inaya Johal,46-60,Female,Delhi,2021-03-09,Platinum,Referral
CUST-15328,Aryan Panchal,36-45,Female,Jaipur,2021-02-10,Bronze,Marketplace
CUST-15329,Upadhriti Seshadri,36-45,Female,Bengaluru,2024-09-11,Bronze,Referral
CUST-15330,Radhika Ganguly,36-45,Male,Bengaluru,2022-12-26,Bronze,Organic
CUST-15331,Teerth Mishra,18-25,Male,Lucknow,2025-07-07,Silver,Google Ads
CUST-15332,Unnati Mallick,36-45,Female,Mumbai,2021-10-12,Bronze,Referral
CUST-15333,Veda Sehgal,18-25,Male,Jaipur,2021-04-02,Bronze,Organic
CUST-15334,Neel Kaur,36-45,Female,Delhi,2024-12-21,Bronze,Referral
CUST-15335,Chameli Raju,18-25,Female,Hyderabad,2023-10-10,Bronze,Marketplace
CUST-15336,Dalbir Goyal,26-35,Male,Bengaluru,2022-03-08,Gold,Google Ads
CUST-15337,Yauvani Sathe,26-35,Male,Chennai,2021-05-16,Silver,Google Ads
CUST-15338,Wahab Sen,36-45,Female,Pune,2021-08-29,Bronze,Google Ads
CUST-15339,Ikbal Kala,36-45,Female,Kolkata,2023-01-20,Gold,Instagram Ads
CUST-15340,Omaja Wable,46-60,Female,Bengaluru,2024-07-04,Silver,Organic
CUST-15341,Samesh Lad,46-60,Female,Ahmedabad,2025-09-05,Bronze,Organic
CUST-15342,Nitesh Kaul,36-45,Male,Kolkata,2025-06-29,Gold,Instagram Ads
CUST-15343,Mekhala Bajwa,18-25,Male,Delhi,2024-07-24,Bronze,Google Ads
CUST-15344,Omisha Kanda,18-25,Female,Kolkata,2025-11-17,Gold,Instagram Ads
CUST-15345,Sarthak Sankar,26-35,Male,Hyderabad,2025-06-22,Bronze,Organic
CUST-15346,Tarak Rajan,26-35,Male,Indore,2021-05-23,Bronze,Organic
CUST-15347,Nimrat Manne,26-35,Male,Indore,2024-03-04,Bronze,Referral
CUST-15348,Neelima Padmanabhan,26-35,Female,Ahmedabad,2022-04-07,Platinum,Instagram Ads
CUST-15349,Wriddhish Bansal,18-25,Male,Delhi,2024-06-28,Silver,Organic
CUST-15350,Kalpit Puri,36-45,Female,Indore,2025-05-21,Bronze,Marketplace
CUST-15351,Hema Sabharwal,26-35,Male,Lucknow,2023-02-26,Gold,Instagram Ads
CUST-15352,Shivansh Seth,26-35,Male,Jaipur,2023-03-09,Bronze,Google Ads
CUST-15353,Manbir Raman,26-35,Female,Delhi,2021-02-25,Silver,Organic
CUST-15354,Michael Shankar,46-60,Female,Chennai,2022-09-28,Gold,Google Ads
CUST-15355,Simon Pai,18-25,Male,Pune,2025-01-30,Bronze,Instagram Ads
CUST-15356,Jairaj Goel,18-25,Male,Mumbai,2023-07-24,Bronze,Organic
CUST-15357,Aarini Rao,36-45,Female,Jaipur,2024-03-21,Gold,Referral
CUST-15358,Anya Bhandari,26-35,Female,Mumbai,2023-11-07,Bronze,Referral
CUST-15359,Saanvi Comar,26-35,Male,Jaipur,2022-11-01,Bronze,Organic
CUST-15360,Bhavna Tara,26-35,Female,Hyderabad,2025-04-27,Bronze,Referral
CUST-15361,Gaurika Patla,36-45,Male,Ahmedabad,2023-06-14,Bronze,Google Ads
CUST-15362,Nitesh Saini,26-35,Male,Indore,2022-09-13,Bronze,Google Ads
CUST-15363,Anmol Bains,36-45,Male,Delhi,2021-11-23,Bronze,Google Ads
CUST-15364,Ijaya Kibe,46-60,Male,Jaipur,2025-11-27,Gold,Referral
CUST-15365,Bhanumati Dugar,36-45,Male,Bhopal,2024-02-12,Bronze,Referral
CUST-15366,Ubika Oza,46-60,Female,Chandigarh,2022-10-01,Bronze,Google Ads
CUST-15367,Bhavani Chandran,26-35,Female,Indore,2024-02-23,Silver,Google Ads
CUST-15368,Wishi Mander,26-35,Female,Hyderabad,2022-11-22,Bronze,Google Ads
CUST-15369,Ranveer Kashyap,18-25,Other,Bengaluru,2021-01-06,Bronze,Referral
CUST-15370,Mugdha Sawhney,26-35,Male,Patna,2025-05-28,Gold,Referral
CUST-15371,Charles Sachdeva,46-60,Male,Mumbai,2025-08-25,Bronze,Organic
CUST-15372,Chanchal Krishnamurthy,18-25,Male,Mumbai,2024-08-02,Bronze,Organic
CUST-15373,Maanav Mukherjee,18-25,Female,Bengaluru,2021-12-24,Gold,Referral
CUST-15374,Kavya Tata,26-35,Other,Ahmedabad,2023-02-14,Gold,Marketplace
CUST-15375,Lakshit Nori,26-35,Male,Lucknow,2022-10-08,Gold,Organic
CUST-15376,Jacob Joshi,26-35,Female,Bengaluru,2024-01-24,Silver,Organic
CUST-15377,Zinal Randhawa,26-35,Female,Delhi,2024-05-19,Silver,Referral
CUST-15378,Avni Contractor,26-35,Male,Chennai,2024-12-29,Silver,Organic
CUST-15379,Hiral Chatterjee,26-35,Male,Ahmedabad,2021-05-15,Bronze,Organic
CUST-15380,Ranbir Manne,26-35,Male,Chennai,2023-05-17,Bronze,Marketplace
CUST-15381,Rushil Chander,36-45,Female,Pune,2022-08-01,Bronze,Organic
CUST-15382,Anay Mistry,46-60,Female,Bengaluru,2022-07-06,Bronze,Organic
CUST-15383,Chatresh Madan,36-45,Male,Pune,2023-01-03,Gold,Marketplace
CUST-15384,Faras Sha,18-25,Female,Ahmedabad,2025-11-30,Gold,Organic
CUST-15385,Sneha Kannan,26-35,Male,Hyderabad,2022-10-27,Bronze,Google Ads
CUST-15386,Vasatika Madan,46-60,Female,Bengaluru,2025-09-06,Platinum,Referral
CUST-15387,Charvi Thaker,26-35,Female,Kolkata,2021-03-02,Platinum,Organic
CUST-15388,Ekavir Babu,26-35,Male,Ahmedabad,2021-12-18,Silver,Organic
CUST-15389,Yug Rai,46-60,Male,Delhi,2025-08-27,Silver,Google Ads
CUST-15390,Yamini Mistry,36-45,Female,Jaipur,2023-05-02,Gold,Marketplace
CUST-15391,Aarna Vohra,36-45,Female,Bengaluru,2021-02-12,Silver,Google Ads
CUST-15392,Ayush Palla,18-25,Female,Mumbai,2021-10-09,Bronze,Instagram Ads
CUST-15393,Saksham Chanda,26-35,Female,Bengaluru,2025-05-19,Silver,Google Ads
CUST-15394,Chaitaly Arora,26-35,Female,Indore,2023-09-04,Silver,Google Ads
CUST-15395,Xalak Jayaraman,36-45,Male,Delhi,2024-12-18,Bronze,Referral
CUST-15396,Kala Nagi,36-45,Female,Pune,2021-09-03,Gold,Organic
CUST-15397,Abhiram Sarma,36-45,Male,Bengaluru,2021-12-07,Bronze,Google Ads
CUST-15398,Noah Palan,46-60,Female,Ahmedabad,2025-04-30,Bronze,Referral
CUST-15399,Jeet Ramesh,36-45,Female,Hyderabad,2022-01-29,Gold,Organic
CUST-15400,Kritika Bains,46-60,Male,Kolkata,2022-08-25,Bronze,Google Ads
CUST-15401,Vasana Jain,26-35,Female,Mumbai,2025-12-09,Silver,Instagram Ads
CUST-15402,Falguni Tripathi,36-45,Female,Jaipur,2024-06-28,Silver,Google Ads
CUST-15403,Viraj Keer,26-35,Male,Chennai,2021-03-31,Bronze,Instagram Ads
CUST-15404,Zilmil Dhar,60+,Female,Kolkata,2023-10-06,Silver,Google Ads
CUST-15405,Nikita Nair,46-60,Female,Guwahati,2021-12-16,Silver,Referral
CUST-15406,Lila Mutti,26-35,Male,Delhi,2021-12-01,Bronze,Google Ads
CUST-15407,Zashil Kannan,18-25,Female,Bengaluru,2024-02-07,Silver,Referral
CUST-15408,Vasatika Memon,46-60,Male,Mumbai,2023-11-19,Bronze,Instagram Ads
CUST-15409,Charan Saraf,36-45,Female,Mumbai,2024-07-26,Bronze,Organic
CUST-15410,Keya Prashad,18-25,Female,Kolkata,2021-03-31,Bronze,Organic
CUST-15411,Bishakha Solanki,36-45,Female,Delhi,2025-08-08,Silver,Marketplace
CUST-15412,Nathan Datta,46-60,Female,Pune,2024-04-30,Bronze,Referral
CUST-15413,Jeevika Viswanathan,36-45,Male,Chennai,2021-10-28,Bronze,Referral
CUST-15414,Mekhala Reddy,36-45,Other,Delhi,2023-01-09,Silver,Google Ads
CUST-15415,Gaurang Naik,36-45,Male,Patna,2022-09-17,Gold,Google Ads
CUST-15416,Bhavna Toor,36-45,Female,Pune,2025-12-23,Bronze,Instagram Ads
CUST-15417,Radha Ahuja,26-35,Female,Hyderabad,2021-02-20,Gold,Referral
CUST-15418,Mitesh Dara,18-25,Male,Pune,2023-06-14,Silver,Google Ads
CUST-15419,Chatresh Kar,18-25,Male,Delhi,2021-09-29,Bronze,Marketplace
CUST-15420,Aachal Nagi,26-35,Male,Guwahati,2022-10-12,Platinum,Instagram Ads
CUST-15421,Ekansh Lad,26-35,Male,Delhi,2023-08-31,Silver,Instagram Ads
CUST-15422,Jackson Talwar,18-25,Male,Hyderabad,2022-12-09,Gold,Referral
CUST-15423,Jagrati Misra,26-35,Male,Mumbai,2024-02-15,Silver,Marketplace
CUST-15424,Ekaja Manda,26-35,Male,Hyderabad,2022-12-01,Bronze,Instagram Ads
CUST-15425,Jagdish Narasimhan,36-45,Female,Bengaluru,2023-05-01,Silver,Instagram Ads
CUST-15426,Girindra Ray,36-45,Female,Chennai,2021-05-05,Bronze,Instagram Ads
CUST-15427,Nilima Bose,26-35,Female,Ahmedabad,2021-07-24,Silver,Referral
CUST-15428,Abeer Suresh,26-35,Female,Pune,2025-05-17,Silver,Google Ads
CUST-15429,Anusha Kala,26-35,Female,Ahmedabad,2025-07-19,Platinum,Google Ads
CUST-15430,Jatin Bali,18-25,Female,Hyderabad,2021-04-14,Bronze,Instagram Ads
CUST-15431,Kamya Rama,26-35,Male,Delhi,2025-05-01,Bronze,Referral
CUST-15432,Chakradhar Kaur,36-45,Female,Chennai,2022-01-30,Bronze,Instagram Ads
CUST-15433,Urmi Dugal,36-45,Female,Ahmedabad,2022-06-06,Silver,Instagram Ads
CUST-15434,Leela Aurora,26-35,Female,Mumbai,2023-01-20,Bronze,Marketplace
CUST-15435,Sneha Deo,36-45,Male,Hyderabad,2024-03-11,Bronze,Marketplace
CUST-15436,Gaurav Hayer,18-25,Male,Hyderabad,2021-03-18,Silver,Google Ads
CUST-15437,Hamsini Sidhu,18-25,Female,Mumbai,2025-05-05,Bronze,Instagram Ads
CUST-15438,Fariq Om,26-35,Female,Mumbai,2024-01-01,Bronze,Instagram Ads
CUST-15439,Harrison Vyas,18-25,Male,Mumbai,2021-09-16,Bronze,Organic
CUST-15440,Chaaya Varghese,18-25,Other,Hyderabad,2023-04-22,Bronze,Google Ads
CUST-15441,Nihal Varma,36-45,Other,Delhi,2022-07-08,Platinum,Google Ads
CUST-15442,Yashodhara Mitter,36-45,Female,Kolkata,2021-06-02,Gold,Google Ads
CUST-15443,Janya Ratti,18-25,Female,Delhi,2022-02-01,Bronze,Instagram Ads
CUST-15444,Unni Amble,18-25,Female,Kolkata,2025-11-18,Bronze,Instagram Ads
CUST-15445,Balveer Minhas,18-25,Male,Delhi,2023-07-20,Bronze,Google Ads
CUST-15446,Indali Vaidya,18-25,Other,Ahmedabad,2025-10-05,Silver,Google Ads
CUST-15447,Bhavna Bhatt,36-45,Female,Jaipur,2024-05-17,Bronze,Instagram Ads
CUST-15448,Kritika Mutti,18-25,Male,Patna,2025-10-14,Bronze,Marketplace
CUST-15449,Nilima Raj,60+,Male,Hyderabad,2025-03-07,Bronze,Marketplace
CUST-15450,Oviya Shankar,18-25,Male,Hyderabad,2025-07-07,Bronze,Instagram Ads
CUST-15451,Chandani Chandran,26-35,Female,Jaipur,2025-05-20,Silver,Google Ads
CUST-15452,Aarini Rama,26-35,Male,Bengaluru,2024-06-18,Bronze,Referral
CUST-15453,Lakshit Mangat,36-45,Male,Mumbai,2023-09-22,Silver,Referral
CUST-15454,Harsh Mittal,26-35,Female,Mumbai,2024-05-19,Bronze,Marketplace
CUST-15455,Ronith Basu,36-45,Female,Jaipur,2021-01-10,Bronze,Instagram Ads
CUST-15456,Zehaan Desai,36-45,Female,Delhi,2023-05-02,Silver,Organic
CUST-15457,Libni Tara,26-35,Female,Delhi,2024-08-13,Gold,Marketplace
CUST-15458,Edhitha Dube,26-35,Male,Delhi,2025-04-30,Silver,Referral
CUST-15459,Anmol D’Alia,46-60,Female,Jaipur,2025-04-24,Silver,Instagram Ads
